UNICA ATACADISTA DE TINTAS

FORNECEDORES - COMPLETO 31/08/2026 19:55

Cadastro Inicial : TODOS
Cadastro Final : TODOS
Atividade : TODOS
Material para Revenda : TODOS
Situação : ATIVOS
Ordenar por : CÓDIGO
Destino : CSV

CÓDIGO;NOME DO FORNECEDOR;ENDEREÇO;BAIRRO;CIDADE;UF;;C.E.P.;CAIXA POSTAL;C.P.F./C.N.P.J.;INSC. ESTADUAL;;CONTATO;DATA DE CADASTRO;TELEFONE;FAX
"11000467";"EQUIPAMENTOS PARA PINTURA MAJAM LTDA - EM RECUPERACAO JUDICI";"ESTRADA TABOAO DO PARATEI";"TABOAO";"MOGI DAS CRUZES";"SP";" ";"08772010";"";"60576790000180";"454378938110";" ";"";30/07/2025;"11 35268100";""
"11000468";"DURACOLOR INDUSTRIA E COMERCIO DE TINTAS";"QR 204 CONJUNTO A";"SANTA MARIA";"BRASILIA";"DF";" ";"72504401";"";"14016845000180";"0758134900169";" ";"JUNIOR";11/08/2025;"61 33584000";""
"11000469";"VICTORIA TRANSPORTES DE CARGAS LTDA";"QD 112 Sul Rua SR 7";"Plano Diretor Sul";"PALMAS";"TO";" ";"77020176";"";"06994544000100";"293813299";" ";"MARCIO";15/08/2025;"";""
"11000470";"RODOSUL EXPRESS LTDA";"RUA INDIAPORA";"CUMBICA";"GUARULHOS";"SP";" ";"07232090";"";"13091188000253";"336569655119";" ";"MARCIO";15/08/2025;"";""
"11000471";"TRANSPORTADORA TRANS ELETRO LTDA";"RUA IRAQUARA";"JARDIM IV CENTENARIO";"GUARULHOS";"SP";" ";"07161550";"";"29299048000477";"127467499111";" ";"";15/08/2025;"";""
"11000472";"PFERD RUGGEBERG DO BRASIL LTDA";"AVENIDA JUSCELINO KUBITSCHEK DE OLIVEIRA";"CIDADE INDUSTRIAL";"CURITIBA";"PR";" ";"81280140";"";"03428954000198";"";" ";"FERNANDO";25/08/2025;"41 30718222";""
"11000473";"VICTORIA TRANSPORTES DE CARGAS LTDA";"RUA INDIAPORA";"CIDADE INDUSTRIAL SATÉLITE DE SÃO PAULO";"GUARULHOS";"SP";" ";"07232090";"";"06994544000283";"796898835112";" ";"";08/09/2025;"";""
"11000474";"OMNI COMERCIO E SERVIÇOS LTDA";"SIG QUADRA 06";"ZONA INDUSTRIAL";"BRASILIA";"DF";" ";"70610460";"";"38029534000113";"0731530400124";" ";"MARCIO";09/09/2025;"";""
"11000475";"L'AUTO CARGO TRANSPORTE RODOVIÁRIO S/A";"AVENIDA PREFEITO WALL FERRAZ";"ANGELIM";"TERESINA";"PI";" ";"64040840";"";"07189259000686";"";" ";"ELAINE";12/09/2025;"";""
"11000476";"PAINT COMERCIO ATACADISTA DE TINTAS LTDA";"SIA TRECHO 2";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71200020";"";"60275431000192";"0838430700162";" ";"";16/09/2025;"";""
"11000477";"BLACK & DECKER DO BRASIL LTDA";"ROD. BR 050 KM167 LOTE 5 BLOCO B";"DISTRITO INDUSTRIAL II";"UBERABA";"MG";" ";"38064750";"";"53296273003298";"";" ";"RAPHAEL";18/09/2025;"34 33183100";""
"11000478";"S.K IND E COM DE PROD PLASTICOS LTDA";"RUA LEONARDO MURIALDO";"ANA RECH";"CAIXAS DO SUL";"RS";" ";"95060430";"";"11066434000100";"0290509238";" ";"GABRIEL";04/11/2025;"";"54 32231384"
"11000479";"TOOLSYSTEM COMERCIAL LTDA ";"RUA LUIS GOIS";"MIRANDOPOLIS";"SAO  PAULO";"SP";" ";"04043350";"";"04023026000106";"115999082115";" ";"";06/11/2025;"";"11 30609300"
"11000480";"BONFIM COMERCIO DE TINTAS LTDA";"SES QUADRA";"SETOR ECONÔMICO DE SOBRADINHO (SOBRADINHO)";"BRASILIA";"DF";" ";"73020407";"";"57462862000153";"";" ";"";11/11/2025;"";"61 33568514"
"11000481";"L AUTO CARGO TRANSPORTE RODOVIARIO S/A";"R ALDO DE MELO FREIRE";"CAPIM MACIO";"NATAL";"RN";" ";"59082030";"";"07189259000171";"200997815";" ";"";14/11/2025;"";"84 32171080"
"11000482";"A&S TECHNOLOGIES INDUSTRIA E COMERCIO S.A.";"AVENIDA MARGINAL SP 340 PISTA NORTE";"DISTRITO INDUSTRIAL";"SANTO ANTÔNIO DE POSSE";"SP";" ";"13833591";"";"26658111000507";"630055379116";" ";"";18/11/2025;"";""
"11000483";"PADILHA IMPERMEABILIZANTES LTDA";"QS 05 AV AREAL LOTE 03 PT A AGUAS CLARAS DF";"TAGUATINGA";"BRASILIA";"DF";" ";"72036049";"";"28899635000191";"";" ";"";19/11/2025;"";""
"11000484";"TEKWELD IMPORTACAO E COMERCIO DE MAQUINAS INDUSTRIAIS LTDA.";"RUA ALVINO CRISTO";"PARQUE INDUSTRIAL EXPERTS";"NOVA ODESSA";"SP";" ";"13387793";"";"13881630000164";"482137383117";" ";"CRISTINA";27/11/2025;"";""
"11000485";"3M DO BRASIL LT";"RODOVIA RAPOSO TAVARES";"DISTRITO INDUSTRIAL";"ITAPETININGA";"SP";" ";"18203340";"";"45985371006220";"371028211110";" ";"";02/12/2025;"";""
"11000486";"POSTO INDEPENCIA LTDA";"AVENIDA JOVENTINO RODRIGUES";"SANTA LUZIA";"LUZIÂNIA";"GO";" ";"72803010";"";"31741940000165";"";" ";"";05/02/2026;"";""
"80000491";"NOVA FAST COMERCIO DE TINTAS LTDA";"A ADE CONJUNTO 4 LOTE";"SAMAMBAIA SUL (SAMAMBAIA)";"BRASILIA";"DF";" ";"72314704";"";"43973583000140";"0809187600109";" ";"";04/11/2021;"61 37722950";""
"80000492";"SCALA TINTAS LTDA";"RODOVIA PRESIDENTE JUSCELINO KUBITSCHEK";"AMOREIRAS I";"PARACATU";"MG";" ";"38600442";"";"33304308000180";"0034204700047";" ";"";30/01/2023;"";""
"80000493";"DAUTO TINTAS SERVICOS E PRODUTOS LTDA";"ROD PRESIDENTE JUSCELINO KUBITSCHEK";"AMOREIRAS";"PARACATU";"MG";" ";"38600442";"";"32911621000113";"0045518590083";" ";"";20/02/2023;"38 34933919";""
"80000494";"DT TINTAS COMERCIO VAREJISTA LIMITADA";"QE 40 CONJUNTO D S/N LOTE 45 LOJA 01";"GUARA II";"BRASILIA";"DF";" ";"71070042";"";"40994045000305";"";" ";"";06/12/2023;"61 39671396";""
"80000495";"PINTOR TESTE INICIAL";"RUA AAAA";"";"BRASILIA";"DF";" ";"72583500";"";"00000000000000";"";" ";"";11/07/2024;"";""
"80000496";"MARCELO BRITO DA SILVA";"RUA NA";"NA";"LUZIÂNIA";"GO";" ";"72800010";"";"97078832191";"";" ";"";12/08/2024;"";""
"80000497";"NILTON DA SILVA OLIVEIRA";"RUA QD 07 LT 53";"LUZIIA PQ";"LUZIÂNIA";"GO";" ";"72800010";"";"20394071204";"";" ";"";12/08/2024;"61 99179042";""
"80000498";"PEDRO PAULO MENDES";"RUA CECILIA MEIRELES QD 108 LT 14";"DALVA 2";"LUZIÂNIA";"GO";" ";"72800000";"";"04244979131";"";" ";"";14/08/2024;"61999175532";""
"80000499";"ELIVANIO AGUIAR LIMA";"RUA 65 QD 65 LT 10";"P E DALVA 4";"LUZIÂNIA";"GO";" ";"72800000";"";"00015141136";"";" ";"";14/08/2024;"61999655890";""
"80000500";"ALEXSANDRO FIGUEIREDO MARQUES";"RUA 21 QD 35 LT 10";"VILA GUARA";"LUZIÂNIA";"GO";" ";"72800000";"";"01516657101";"";" ";"";23/08/2024;"61998724435";""
"80000501";"SAMUEL MELO DO NASCIMENTO";"RUA 15 DE NOVEMBRO QD14 LT 20";"NORTE SERRINHA";"LUZIÂNIA";"GO";" ";"72800000";"";"05870727170";"";" ";"";23/08/2024;"";""
"80000502";"ROBERTO CARLOS DA SILVA";"RUA 2";"JARDIN SION";"LUZIÂNIA";"GO";" ";"72800000";"";"57508674120";"";" ";"";27/08/2024;"";""
"80000503";"RONALDO DOS SANTOS";"RUA 2";"CENTRO";"LUZIÂNIA";"GO";" ";"72800000";"";"47651121104";"";" ";"";27/08/2024;"";""
"80000504";"MARCIO CAMPOS DA SILVA";"DUA MARIA HELENA";"DALVA III";"LUZIÂNIA";"GO";" ";"72800000";"";"56649444120";"";" ";"";29/01/2025;"61996161098";""
"80000505";"RONALDO FERREIRA DANTAS";"RUA 2";"LESTE";"LUZIÂNIA";"GO";" ";"72800000";"";"55314244187";"";" ";"";25/02/2025;"61993588768";""
"80000506";"REGINALDO BARBOSA";"RUA 2";"LESTE";"LUZIÂNIA";"GO";" ";"72800000";"";"71044221100";"";" ";"";25/02/2025;"61991532852";""
"80000507";"CLECIO DOS ANJOS SOUZA";"RUA 143";"DALVA IX";"LUZIÂNIA";"GO";" ";"72800000";"";"05354683181";"";" ";"";27/02/2025;"46 91126019";""
"80000508";"MARCELO FERREIRA DA SILVA";"RUA 26";"JK";"LUZIÂNIA";"GO";" ";"72800000";"";"04581722195";"";" ";"";05/03/2025;"61995757521";""
"80000509";"JEAN RODRIGO DE LIMA SILVA";"RUA 7 DE ABRIL";"KENNEDY";"LUZIÂNIA";"GO";" ";"72800000";"";"05522588144";"";" ";"";25/03/2025;"61993074840";""
"80000510";"DT TINTAS COMERCIO VAREJISTA LIMITADA";"AVENIDA ALFREDO NASSER";"SETOR MANDU II";"LUZIÂNIA";"GO";" ";"72814510";"";"40994045000496";"202602338";" ";"";14/04/2025;"";""
"80000511";"ALESSANDRO FERREIRA DA ROCHA";"QUADRA 31 ";"GAMA";"BRASILIA";"DF";" ";"72000000";"";"72651180149";"";" ";"";04/08/2025;"";""
"80000512";"ALBERTO GONÇALVES DE OLIVEIRA";"RUA 3 QD 26";"JOFRE";"LUZIÂNIA";"GO";" ";"72811930";"";"59229381187";"";" ";"";18/09/2025;"";""
"80000513";"CARLOS ROBERTO RODRIGUES DA SILVA";"QD 10 CJ C";"GAMA";"BRASILIA";"DF";" ";"72000000";"";"37309358104";"";" ";"";10/10/2025;"";""
"80000514";"MATHEUS TELES BUENO";"RUA 14 QUADRA 31";"MANSU II";"LUZIÂNIA";"GO";" ";"72815030";"";"70330715151";"";" ";"";19/12/2025;"";""
"80000515";"JOAO DANIEL DA SILVA";"RUA 129 QUADRA 85 LOTE 09";"PARQUE ESTRELA DALVA VIII";"LUZIÂNIA";"GO";" ";"72800000";"";"01033990116";"";" ";"";06/02/2026;"";""
"80000516";"BREDYLEY BERNARDO DE SOUSA";"RUA 15 QUADRA 18 LOTE 86";"";"LUZIÂNIA";"GO";" ";"72804042";"";"05886793135";"";" ";"";18/02/2026;"";""
"80000517";"JOSE NILSON PEREIRA DE SOUZA";"RUA 149 QUADRA 400 LOTE 02";"PARQUE ESTRELA DALVA 9";"LUZIÂNIA";"GO";" ";"72800000";"";"00568584180";"";" ";"";20/02/2026;"";""
"80000518";"ALEX DA SILVA GANDA";"RUA PONTALINA QUADRA 69 LOTE 03 CASA 01";"SAO CAETANO";"LUZIÂNIA";"GO";" ";"72805460";"";"94296448153";"";" ";"";24/02/2026;"";""
"80000519";"FABIO DOS SANTOS CAITANO";"RUA 2";"";"LUZIÂNIA";"GO";" ";"72800000";"";"01891385135";"";" ";"";26/02/2026;"";""
"80000520";"SILVIA MARA RODRIGUES";"RUA 55 LOTE 16 CASA 02";"PARQUE ALVORADA II";"LUZIÂNIA";"GO";" ";"72800000";"";"58659854187";"";" ";"";11/03/2026;"";""
"80000521";"WILLIAN SANTANA PEREIRA";"RUA 01 QUADRA 03 LOTE 09";"SETOR LESTE";"LUZIÂNIA";"GO";" ";"72803340";"";"01683863135";"";" ";"";11/03/2026;"";""
"80000522";"ATLAS S.A.";"AV INDEPENDENCIA";"NOVO ESTEIO";"ESTEIO";"RS";" ";"93270010";"";"89723837000172";"0430002424";" ";"GILBERTO";26/03/2026;"";""
"80000523";"APOIO DISTRIBUIDORA DE MATERIAIS DE CONSTRUCAO LTDA";"AVENIDA PREFEITO JOSÉ RODRIGUES DOS REIS";"JARDIM DO INGÁ";"LUZIÂNIA";"GO";" ";"72850150";"";"11874801000283";"104725605";" ";"ANA LUCIA";31/03/2026;"61 36231830";""
"80000524";"LUCIANO VIEIRA MOURA";"RUA 21 QD 150 LT 02";"PARQUE SANTA FÉ";"LUZIÂNIA";"GO";" ";"72834083";"";"04494593141";"";" ";"";01/04/2026;"";""
"80000525";"GD RESIDUO TEXTIL E BUCHA VEGETAL LTDA";"RUA DOS BEM-TE-VIS";"VILA DO SOL";"UNAÍ";"MG";" ";"38616186";"";"35928412000170";"0036366950067";" ";"PAULO";09/04/2026;"";""
"80000526";"INFINITY INDUSTRIAL LTDA";"AVENIDA OSAKA";"CENTRO INDUSTRIAL DE ARUJÁ";"ARUJÁ";"SP";" ";"07411750";"";"01667407000130";"";" ";"JANAINA";13/04/2026;"";""
"80000527";"3D INFLAVEIS LTDA";"RUA JACOB";"JARDIM TRANQÜILIDADE";"GUARULHOS";"SP";" ";"07051020";"";"48270460000166";"127773952111";" ";"";22/04/2026;"";"11 24084666"
"80000528";"STONE HAMMER COMERCIO E IMPORTACAO DE MAQUINAS LTDA";"RODOVIA WASHINGTON LUIZ";"JARDIM ANHANGÜERA";"RIO CLARO";"SP";" ";"13501600";"";"30062579000188";"587.343.284.111";" ";"WILLIAN";23/04/2026;"";""
"80000529";"CARLOS VITOR BAQUIAO MARTINS LTDA";"RODOVIA WASHINGTON LUIZ";"JARDIM ANHANGÜERA";"RIO CLARO";"SP";" ";"13501600";"";"74638156001534";"587552618113";" ";"";07/05/2026;"19 35222121";""
"80000530";"VGS COMERCIO VAREJISTA DE MATERIAL DE CONSTRUÇÃO";"TRECHO SIA TRECHO 2";"ZONA INDUSTRIAL (GUARÁ)";"BRASILIA";"DF";" ";"71200027";"";"34903950000148";"";" ";"";13/05/2026;"";"61 30350303"
"80000531";"G&A OESTE INDUSTRIA DE TINTAS LTDA";"RUA ALBERTO MAGGIONI";"ROSA LINDA";"CORDILHEIRA ALTA";"SC";" ";"89819000";"";"48212008000148";"261954067";" ";"";14/05/2026;"";"49991794549"
"80000532";"INOVEN INDUSTRIA, COMERCIO E IMPORTACAO LTDA";"RUA JOÃO THOMAZ PINTO";"CANHANDUBA";"ITAJAÍ";"SC";" ";"88313045";"";"07826504000295";"256471304";" ";"KELLY";25/05/2026;"";""
"80000533";"RORIZ LUZIANIA COMERCIO DE TINTAS LTDA";"AVENIDA ALFREDO NASSER";"PARQUE ESTRELA DALVA I";"LUZIÂNIA";"GO";" ";"72804010";"";"41491916000179";"108341640";" ";"";29/05/2026;"";""
"80000534";"DONIZETE";"Q 34 ";"OCIDENTAL PARK";"C OCIDENTAL";"GO";" ";"72883140";"";"86084356168";"";" ";"";08/07/2026;"";""
"80000535";"KLEYTON SOUZA DE PAULA";"RUA 02 QD 03 LOTE 03";"JARDIM BRASILIA SUL";"LUZIÂNIA";"GO";" ";"72823020";"";"02849033103";"";" ";"";13/08/2026;"61991881471";""
"80000536";"GAA INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA";"AVENIDA FLAMBOYANT";"PARQUE CIDADE JARDIM";"ARARAS";"SP";" ";"13602062";"";"20789082000293";"182358642110";" ";"RENATO";13/08/2026;"";""
"80000537";"SALVABRAS SOLUCOES EM PROTECAO LTDA";"RUA ANHANGUERA";"PIRATININGA";"CARAPICUÍBA";"SP";" ";"06230110";"";"16557984000146";"492952007119";" ";"GIVANILDO";18/08/2026;"";""
"80000538";"WEG S.A.";"AVENIDA PREFEITO WALDEMAR GRUBBA";"VILA LALAU";"JARAGUÁ DO SUL";"SC";" ";"89256900";"";"84429695000111";"";" ";"DANIEL";26/08/2026;"";""
"99999999";"FORNECEDOR CONVERSAO";"";"";"CIDADE CONVERSAO";"DF";" ";"";"";"";"";" ";"";03/06/2017;"";""
